trial,transient_counts,cdt,mdt,dtstd,key_press_list
19,2,3.1413118839263916,3.1413118839263916,0.0,[3.1413118839263916]
10,4,5.508076906204224,2.754038453102112,1.2926336526870728,"[4.046672105789185, 1.461404800415039]"
4,8,15.814418315887451,3.953604578971863,0.48731921792096805,"[4.165642023086548, 4.18958306312561, 4.341526031494141, 3.1176671981811523]"
23,4,1.938472032546997,0.9692360162734985,0.12407505512237549,"[1.093311071395874, 0.845160961151123]"
1,4,2.794677257537842,1.397338628768921,0.3840756416320801,"[1.0132629871368408, 1.781414270401001]"
11,10,16.66776990890503,3.333553981781006,2.1133178311616674,"[6.501589059829712, 4.549418926239014, 0.9017949104309082, 3.581597089767456, 1.1333699226379395]"
8,8,18.830374479293823,4.707593619823456,1.7344713706908397,"[7.373850107192993, 3.0056021213531494, 3.341447114944458, 5.109475135803223]"
18,4,19.618982076644897,9.809491038322449,6.612021088600159,"[16.421512126922607, 3.19746994972229]"
2,10,8.830467462539673,1.7660934925079346,0.926142816823811,"[1.301414966583252, 1.0872211456298828, 0.8133201599121094, 3.3176660537719727, 2.310845136642456]"
16,2,1.3816251754760742,1.3816251754760742,0.0,[1.3816251754760742]
7,8,15.838151693344116,3.959537923336029,2.100231050223542,"[6.1335999965667725, 1.4615957736968994, 5.941529035568237, 2.301426887512207]"
12,6,16.13866639137268,5.3795554637908936,2.7730310349412557,"[8.789602041244507, 1.9972610473632812, 5.351803302764893]"
24,0,0.0,0.0,0.0,[]
3,14,18.591601371765137,2.655943053109305,2.2474961992812887,"[7.189826011657715, 2.213773012161255, 1.5734803676605225, 1.1655077934265137, 4.7656409740448, 1.141740083694458, 0.541633129119873]"
22,6,6.2164599895477295,2.072153329849243,1.6104285642843517,"[1.9174189567565918, 4.1173272132873535, 0.18171381950378418]"
17,10,10.196821212768555,2.039364242553711,0.9466278019589174,"[0.7573769092559814, 2.0709590911865234, 1.437615156173706, 3.581355094909668, 2.349514961242676]"
15,6,10.048507690429688,3.3495025634765625,1.4292850016980552,"[1.941462755203247, 5.309448957443237, 2.797595977783203]"
21,6,3.170131206512451,1.0567104021708171,0.33882845174101855,"[1.4214661121368408, 0.6052191257476807, 1.1434459686279297]"
9,6,20.784757137298584,6.928252379099528,1.6614436377308044,"[9.277667045593262, 5.781482219696045, 5.725607872009277]"
0,10,17.604468822479248,3.52089376449585,3.1556779187026707,"[2.005375862121582, 2.381608247756958, 1.4778327941894531, 1.9336040019989014, 9.806047916412354]"
13,8,25.014606952667236,6.253651738166809,3.0704242555594368,"[9.030331134796143, 8.58869194984436, 6.093915939331055, 1.3016679286956787]"
14,8,16.894951581954956,4.223737895488739,2.5143668014092717,"[5.2057507038116455, 2.029644012451172, 7.893697023391724, 1.765859842300415]"
6,8,22.502780199050903,5.625695049762726,1.4065282202985656,"[7.005603075027466, 6.957662105560303, 3.7416141033172607, 4.797900915145874]"
5,12,18.323506832122803,3.0539178053538003,1.6897387894131741,"[4.509581804275513, 3.445902109146118, 1.2214899063110352, 2.8056561946868896, 5.559173822402954, 0.781702995300293]"
20,0,0.0,0.0,0.0,[]
