trial,transient_counts,cdt,mdt,dtstd,key_press_list
21,12,11.906216859817505,1.9843694766362507,0.5973462964334331,"[1.2933650016784668, 1.1656219959259033, 1.8136110305786133, 2.5658819675445557, 2.6384809017181396, 2.429255962371826]"
11,14,11.326785564422607,1.618112223488944,0.4935742872728686,"[1.4215691089630127, 2.101637125015259, 2.317440986633301, 1.573310375213623, 1.9095008373260498, 1.2217662334442139, 0.7815608978271484]"
12,16,15.525349378585815,1.940668672323227,0.8743222767525,"[2.2455711364746094, 2.6375339031219482, 3.293699026107788, 0.9256958961486816, 0.821746826171875, 2.661628246307373, 1.949709177017212, 0.9897651672363281]"
6,12,6.776627779006958,1.1294379631678264,0.5374091301217139,"[2.0938148498535156, 1.0536601543426514, 0.83738112449646, 1.3252379894256592, 1.1572647094726562, 0.3092689514160156]"
4,6,2.9443259239196777,0.9814419746398926,0.20133526345256966,"[1.1899199485778809, 1.0451509952545166, 0.7092549800872803]"
9,6,4.679886341094971,1.5599621136983235,0.6429228859450354,"[2.452965259552002, 1.2615611553192139, 0.9653599262237549]"
23,10,8.35655927658081,1.671311855316162,0.3967676949867549,"[1.3818228244781494, 2.3015072345733643, 1.413649082183838, 1.9735448360443115, 1.2860352993011475]"
8,14,13.495193004608154,1.9278847149440221,0.7199716155925513,"[2.501455783843994, 2.0776121616363525, 3.325731039047241, 1.1576359272003174, 1.2691690921783447, 1.7497098445892334, 1.413879156112671]"
7,12,10.08050799369812,1.6800846656163533,0.9064348628351016,"[1.9574720859527588, 1.5971009731292725, 2.1175670623779297, 1.0936439037322998, 3.125282049179077, 0.18944191932678223]"
16,16,14.589236974716187,1.8236546218395233,0.8689575936737134,"[2.1736960411071777, 2.8777637481689453, 3.1497509479522705, 1.429366111755371, 1.4458260536193848, 1.6215670108795166, 1.7096991539001465, 0.18156790733337402]"
15,18,14.885323524475098,1.6539248360527887,0.6176528716148135,"[1.224109172821045, 1.710923671722412, 1.4136278629302979, 1.6137349605560303, 3.12553071975708, 2.069068193435669, 1.277604103088379, 1.6371819972991943, 0.8135428428649902]"
3,4,1.4824821949005127,0.7412410974502563,0.0318678617477417,"[0.7093732357025146, 0.773108959197998]"
18,10,17.571791648864746,3.514358329772949,1.725384696075824,"[3.0454142093658447, 3.7175350189208984, 6.133764266967773, 3.9174880981445312, 0.7575900554656982]"
24,10,4.051824331283569,0.8103648662567139,0.9596925840154492,"[2.7178008556365967, 0.31742310523986816, 0.19760513305664062, 0.2935621738433838, 0.5254330635070801]"
0,6,1.784280776977539,0.5947602589925131,0.3015998041675611,"[0.8616409301757812, 0.749459981918335, 0.17317986488342285]"
17,14,16.679919004440308,2.382845572062901,1.416761856033927,"[1.7897529602050781, 3.3656561374664307, 5.293519735336304, 2.005688190460205, 1.725801944732666, 0.5017411708831787, 1.9977588653564453]"
2,12,8.657369136810303,1.4428948561350505,0.7454145114992462,"[2.509791851043701, 1.9651319980621338, 0.8373491764068604, 1.4776370525360107, 0.21384596824645996, 1.6536130905151367]"
5,18,12.725004434585571,1.413889381620619,0.5595395014879906,"[2.27748703956604, 1.933680772781372, 0.4455749988555908, 1.1015470027923584, 2.1199631690979004, 1.0217821598052979, 1.3338332176208496, 1.0855302810668945, 1.4056057929992676]"
22,10,4.707051992416382,0.9414103984832763,0.18707629494546063,"[0.6934280395507812, 1.2613117694854736, 0.9898629188537598, 0.8532669544219971, 0.9091823101043701]"
20,10,6.72397780418396,1.344795560836792,0.2257683882212718,"[1.437601089477539, 1.3255929946899414, 1.4454588890075684, 0.9255797863006592, 1.589745044708252]"
14,14,12.792126655578613,1.827446665082659,0.9416614523071151,"[2.1737489700317383, 2.7098679542541504, 0.5337629318237305, 1.541872262954712, 0.5893781185150146, 2.0058434009552, 3.2376530170440674]"
1,6,1.5370440483093262,0.5123480161031088,0.16622473818956052,"[0.2774488925933838, 0.6377220153808594, 0.621873140335083]"
10,12,12.336876630783081,2.0561461051305137,0.8754668814081736,"[3.501688003540039, 1.9575579166412354, 1.3092732429504395, 1.2774882316589355, 2.957613945007324, 1.3332552909851074]"
19,14,10.566324234008789,1.5094748905726842,0.926385469810368,"[3.3816189765930176, 2.029592990875244, 0.9415910243988037, 0.3414320945739746, 1.2855260372161865, 0.8452661037445068, 1.7412970066070557]"
13,16,11.748810768127441,1.4686013460159302,0.6792715418564151,"[1.2936110496520996, 1.293341875076294, 1.9177830219268799, 2.5254709720611572, 1.1579327583312988, 2.1415019035339355, 1.2617080211639404, 0.15746116638183594]"
