trial,transient_counts,cdt,mdt,dtstd,key_press_list
9,10,16.717226028442383,3.3434452056884765,2.549941027257714,"[1.5663869380950928, 6.493657112121582, 6.421691179275513, 1.2696459293365479, 0.9658448696136475]"
15,3,0.5173399448394775,0.5173399448394775,0.0,[0.5173399448394775]
19,0,0.0,0.0,0.0,[]
11,15,9.97328805923462,1.994657611846924,1.8640565963486033,"[1.7108869552612305, 1.0212070941925049, 1.3738188743591309, 5.597933053970337, 0.269442081451416]"
18,3,0.4293038845062256,0.4293038845062256,0.0,[0.4293038845062256]
16,6,0.9069228172302246,0.4534614086151123,0.08816647529602051,"[0.5416278839111328, 0.3652949333190918]"
12,12,17.782559394836426,4.4456398487091064,2.6431180268949506,"[2.861563205718994, 3.861557960510254, 8.901913166046143, 2.157525062561035]"
21,6,0.9228618144989014,0.4614309072494507,0.00800788402557373,"[0.4694387912750244, 0.45342302322387695]"
0,18,22.593910217285156,3.7656517028808594,4.189618035025466,"[1.133552074432373, 3.3258042335510254, 4.109730243682861, 12.653959035873413, 0.4617347717285156, 0.9091298580169678]"
3,12,23.63873600959778,5.909684002399445,3.9553471262815125,"[11.13378095626831, 7.997767210006714, 3.7016639709472656, 0.8055238723754883]"
13,12,17.438167572021484,4.359541893005371,4.562690448598856,"[1.8698208332061768, 12.0693519115448, 0.3338649272918701, 3.1651298999786377]"
17,12,7.02955174446106,1.757387936115265,0.7181285487983096,"[1.7173302173614502, 0.9175071716308594, 2.8933041095733643, 1.5014102458953857]"
7,6,26.038054943084717,13.019027471542358,11.267030477523804,"[24.286057949066162, 1.7519969940185547]"
14,15,24.25308895111084,4.850617790222168,2.101552733443456,"[7.981756210327148, 6.389951944351196, 3.253955841064453, 4.461657762527466, 2.165767192840576]"
10,15,20.852178812026978,4.170435762405395,2.974288697983274,"[10.0538330078125, 1.8776698112487793, 3.1652050018310547, 2.94173002243042, 2.8137409687042236]"
4,18,18.201711416244507,3.0336185693740845,1.3705126615584984,"[3.4376189708709717, 0.6932919025421143, 4.389783143997192, 1.88590407371521, 3.197458267211914, 4.5976550579071045]"
8,12,22.382472038269043,5.595618009567261,2.3941513288807945,"[6.525814771652222, 8.77328634262085, 4.8697898387908936, 2.213581085205078]"
24,3,0.14163470268249512,0.14163470268249512,0.0,[0.14163470268249512]
5,9,26.86536693572998,8.955122311909994,7.412033990096691,"[8.3017098903656, 18.3420250415802, 0.2216320037841797]"
2,12,8.005915880203247,2.0014789700508118,0.7399189510893577,"[1.1174471378326416, 1.9973688125610352, 1.7335131168365479, 3.1575868129730225]"
6,9,23.432891845703125,7.810963948567708,0.9553353944264552,"[8.861371755599976, 6.549906015396118, 8.021614074707031]"
1,15,16.30990767478943,3.2619815349578856,0.9453129715760951,"[3.061621904373169, 5.101866006851196, 2.469305992126465, 3.005668878555298, 2.671444892883301]"
20,15,2.0291788578033447,0.40583577156066897,0.19052789013914137,"[0.3177309036254883, 0.6947309970855713, 0.3413510322570801, 0.5336849689483643, 0.14168095588684082]"
23,0,0.0,0.0,0.0,[]
22,12,15.894628047943115,3.973657011985779,1.34559206496386,"[5.9011619091033936, 4.533885717391968, 2.485934257507324, 2.9736461639404297]"
